06-30-2025 03:00:01.217 INFO  dispatchRunner [0 MainThread] - Search process mode: freestanding (build e053ef3c985f).
06-30-2025 03:00:01.255 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'licenseusage'
06-30-2025 03:00:01.255 INFO  dispatchRunner [0 MainThread] - Per-process handle limit is 512
06-30-2025 03:00:01.255 INFO  dispatchRunner [0 MainThread] - Increasing per-process handle limit from '512' to '2048'
06-30-2025 03:00:01.255 INFO  dispatchRunner [0 MainThread] - Successfully increased per-process handle limit from '512' to '2048'
06-30-2025 03:00:01.256 INFO  dispatchRunner [0 MainThread] - registering build time modules, count=1
06-30-2025 03:00:01.256 INFO  dispatchRunner [0 MainThread] - registering search time components of build time module name=vix
06-30-2025 03:00:01.256 INFO  dispatchRunner [0 MainThread] - Getting search configuration data from: C:\Program Files\Splunk\etc\modules\parsing\config.xml
06-30-2025 03:00:01.258 INFO  BundlesSetup [0 MainThread] - Setup stats for C:\Program Files\Splunk\etc: wallclock_elapsed_msec=63, cpu_time_used=0.0625, shared_services_generation=1, shared_services_population=1
06-30-2025 03:00:01.258 INFO  PipelineComponent [0 MainThread] - Ingestion pipeline sets have been configured to use pipeline set policy=round_robin for multiple pipeline sets.
06-30-2025 03:00:01.262 INFO  UserManager [27652 RunDispatch] - Setting user context: splunk-system-user
06-30-2025 03:00:01.262 INFO  UserManager [27652 RunDispatch] - Free version does not have user services
06-30-2025 03:00:01.262 INFO  UserManager [27652 RunDispatch] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.263 INFO  UserManager [27652 RunDispatch] - Unwound user context: NULL -> NULL
06-30-2025 03:00:01.263 INFO  UserManager [27652 RunDispatch] - Setting user context: admin
06-30-2025 03:00:01.263 INFO  UserManager [27652 RunDispatch] - Free version does not have user services
06-30-2025 03:00:01.263 INFO  UserManager [27652 RunDispatch] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.264 INFO  dispatchRunner [27652 RunDispatch] - search context: user="admin", app="splunk_instrumentation", bs-pathname="C:\Program Files\Splunk\etc"
06-30-2025 03:00:01.269 INFO  SearchParser [27652 RunDispatch] - PARSING: |rest splunk_server=local /services/admin/Splunk-auth/splunk_auth| join type=left splunk_server [|rest splunk_server=local /services/server/info | fields guid, splunk_server] | appendcols [|rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt]| eval telemetrySalt=if(isnull(telemetrySalt), "", telemetrySalt), hashHost=sha1(telemetrySalt+splunk_server)| replace "1" with "true", "0" with "false" in enablePasswordHistory,expireUserAccounts, forceWeakPasswordChange, lockoutUsers, verboseLoginFailMsg | eval data="{\"host\": \""+hashHost+"\",\"guid\": \""+guid+"\", \"constant login time\":\""+constantLoginTime+"\", \"enable password history\":\""+enablePasswordHistory+"\", \"expiration alert in days\":\""+expireAlertDays+"\", \"days until password expires\":\""+expirePasswordDays+"\", \"enable password expiration\":\""+expireUserAccounts+"\", \"force existing users to change weak passwords\":\""+forceWeakPasswordChange+"\", \"failed login attempts\":\""+lockoutAttempts+"\", \"lockout duration in minutes\":\""+lockoutMins+"\", \"lockout threshold in minutes\":\""+lockoutThresholdMins+"\", \"enable lockout users\":\""+lockoutUsers+"\", \"minimum number of digits\":\""+minPasswordDigit+"\", \"minimum number of characters\":\""+minPasswordLength+"\", \"minimum number of lowercase letters\":\""+minPasswordLowercase+"\", \"minimum number of special characters\":\""+minPasswordSpecial+"\", \"minimum number of uppercase letters\":\""+minPasswordUppercase+"\", \"password history count\":\""+passwordHistoryCount+"\", \"enable verbose login fail message\":\""+verboseLoginFailMsg+"\"}",_time=now(), date=strftime(_time, "%Y-%m-%d") | fields data _time date
06-30-2025 03:00:01.269 INFO  SearchParser [27652 RunDispatch] - PARSING: |rest splunk_server=local /services/server/info | fields guid, splunk_server
06-30-2025 03:00:01.269 INFO  dispatchRunner [27652 RunDispatch] - Search running in non-clustered mode
06-30-2025 03:00:01.269 INFO  dispatchRunner [27652 RunDispatch] - SearchHeadInitSearchMs=15
06-30-2025 03:00:01.269 INFO  SearchParser [27652 RunDispatch] - PARSING: |rest splunk_server=local /services/admin/Splunk-auth/splunk_auth| join type=left splunk_server [|rest splunk_server=local /services/server/info | fields guid, splunk_server] | appendcols [|rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt]| eval telemetrySalt=if(isnull(telemetrySalt), "", telemetrySalt), hashHost=sha1(telemetrySalt+splunk_server)| replace "1" with "true", "0" with "false" in enablePasswordHistory,expireUserAccounts, forceWeakPasswordChange, lockoutUsers, verboseLoginFailMsg | eval data="{\"host\": \""+hashHost+"\",\"guid\": \""+guid+"\", \"constant login time\":\""+constantLoginTime+"\", \"enable password history\":\""+enablePasswordHistory+"\", \"expiration alert in days\":\""+expireAlertDays+"\", \"days until password expires\":\""+expirePasswordDays+"\", \"enable password expiration\":\""+expireUserAccounts+"\", \"force existing users to change weak passwords\":\""+forceWeakPasswordChange+"\", \"failed login attempts\":\""+lockoutAttempts+"\", \"lockout duration in minutes\":\""+lockoutMins+"\", \"lockout threshold in minutes\":\""+lockoutThresholdMins+"\", \"enable lockout users\":\""+lockoutUsers+"\", \"minimum number of digits\":\""+minPasswordDigit+"\", \"minimum number of characters\":\""+minPasswordLength+"\", \"minimum number of lowercase letters\":\""+minPasswordLowercase+"\", \"minimum number of special characters\":\""+minPasswordSpecial+"\", \"minimum number of uppercase letters\":\""+minPasswordUppercase+"\", \"password history count\":\""+passwordHistoryCount+"\", \"enable verbose login fail message\":\""+verboseLoginFailMsg+"\"}",_time=now(), date=strftime(_time, "%Y-%m-%d") | fields data _time date
06-30-2025 03:00:01.269 INFO  SearchParser [27652 RunDispatch] - PARSING: |rest splunk_server=local /services/admin/Splunk-auth/splunk_auth| join type=left splunk_server [|rest splunk_server=local /services/server/info | fields guid, splunk_server] | appendcols [|rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt]| eval telemetrySalt=if(isnull(telemetrySalt), "", telemetrySalt), hashHost=sha1(telemetrySalt+splunk_server)| replace "1" with "true", "0" with "false" in enablePasswordHistory,expireUserAccounts, forceWeakPasswordChange, lockoutUsers, verboseLoginFailMsg | eval data="{\"host\": \""+hashHost+"\",\"guid\": \""+guid+"\", \"constant login time\":\""+constantLoginTime+"\", \"enable password history\":\""+enablePasswordHistory+"\", \"expiration alert in days\":\""+expireAlertDays+"\", \"days until password expires\":\""+expirePasswordDays+"\", \"enable password expiration\":\""+expireUserAccounts+"\", \"force existing users to change weak passwords\":\""+forceWeakPasswordChange+"\", \"failed login attempts\":\""+lockoutAttempts+"\", \"lockout duration in minutes\":\""+lockoutMins+"\", \"lockout threshold in minutes\":\""+lockoutThresholdMins+"\", \"enable lockout users\":\""+lockoutUsers+"\", \"minimum number of digits\":\""+minPasswordDigit+"\", \"minimum number of characters\":\""+minPasswordLength+"\", \"minimum number of lowercase letters\":\""+minPasswordLowercase+"\", \"minimum number of special characters\":\""+minPasswordSpecial+"\", \"minimum number of uppercase letters\":\""+minPasswordUppercase+"\", \"password history count\":\""+passwordHistoryCount+"\", \"enable verbose login fail message\":\""+verboseLoginFailMsg+"\"}",_time=now(), date=strftime(_time, "%Y-%m-%d") | fields data _time date
06-30-2025 03:00:01.269 INFO  dispatchRunner [27652 RunDispatch] - Executing the Search orchestrator and iterator model (dfs=0).
06-30-2025 03:00:01.271 INFO  SearchOrchestrator [27652 RunDispatch] - SearchOrchestrator getting constructed
06-30-2025 03:00:01.271 INFO  SearchOrchestrator [27652 RunDispatch] -  Initialized the SRI
06-30-2025 03:00:01.273 INFO  SearchFeatureFlags [27652 RunDispatch] - Initializing feature flags from config. feature_seed=1238496089
06-30-2025 03:00:01.273 INFO  SearchFeatureFlags [27652 RunDispatch] - Setting feature_flag=parallelreduce:enablePreview:true
06-30-2025 03:00:01.273 INFO  SearchFeatureFlags [27652 RunDispatch] - Setting feature_flag=search:search_telemetry_file_include_parallel_reduce:false
06-30-2025 03:00:01.273 INFO  SearchFeatureFlags [27652 RunDispatch] - Setting feature_flag=search:search_retry:false
06-30-2025 03:00:01.273 INFO  SearchFeatureFlags [27652 RunDispatch] - Setting feature_flag=parallelreduce:autoAppliedPercentage:false
06-30-2025 03:00:01.273 INFO  SearchFeatureFlags [27652 RunDispatch] - Setting feature_flag=stats:allow_stats_v2:true
06-30-2025 03:00:01.273 INFO  SearchFeatureFlags [27652 RunDispatch] - Setting feature_flag=search_optimization::set_required_fields:stats:false
06-30-2025 03:00:01.273 INFO  SearchOrchestrator [27652 RunDispatch] - Search feature_flags={"v":1,"enabledFeatures":["parallelreduce:enablePreview","stats:allow_stats_v2"],"disabledFeatures":["search:search_telemetry_file_include_parallel_reduce","search:search_retry","parallelreduce:autoAppliedPercentage","search_optimization::set_required_fields:stats"]}
06-30-2025 03:00:01.273 INFO  ISplunkDispatch [27652 RunDispatch] - Not running in splunkd. Bundle replication not triggered.
06-30-2025 03:00:01.281 INFO  SearchOrchestrator [48184 searchOrchestrator] - Initialzing the run time settings for the orchestrator.
06-30-2025 03:00:01.281 INFO  UserManager [48184 searchOrchestrator] - Setting user context: admin
06-30-2025 03:00:01.281 INFO  UserManager [48184 searchOrchestrator] - Free version does not have user services
06-30-2025 03:00:01.281 INFO  UserManager [48184 searchOrchestrator] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.283 INFO  SearchOrchestrator [48184 searchOrchestrator] - Creating the search DAG.
06-30-2025 03:00:01.284 INFO  SearchParser [48184 searchOrchestrator] - PARSING: |rest splunk_server=local /services/admin/Splunk-auth/splunk_auth| join type=left splunk_server [|rest splunk_server=local /services/server/info | fields guid, splunk_server] | appendcols [|rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt]| eval telemetrySalt=if(isnull(telemetrySalt), "", telemetrySalt), hashHost=sha1(telemetrySalt+splunk_server)| replace "1" with "true", "0" with "false" in enablePasswordHistory,expireUserAccounts, forceWeakPasswordChange, lockoutUsers, verboseLoginFailMsg | eval data="{\"host\": \""+hashHost+"\",\"guid\": \""+guid+"\", \"constant login time\":\""+constantLoginTime+"\", \"enable password history\":\""+enablePasswordHistory+"\", \"expiration alert in days\":\""+expireAlertDays+"\", \"days until password expires\":\""+expirePasswordDays+"\", \"enable password expiration\":\""+expireUserAccounts+"\", \"force existing users to change weak passwords\":\""+forceWeakPasswordChange+"\", \"failed login attempts\":\""+lockoutAttempts+"\", \"lockout duration in minutes\":\""+lockoutMins+"\", \"lockout threshold in minutes\":\""+lockoutThresholdMins+"\", \"enable lockout users\":\""+lockoutUsers+"\", \"minimum number of digits\":\""+minPasswordDigit+"\", \"minimum number of characters\":\""+minPasswordLength+"\", \"minimum number of lowercase letters\":\""+minPasswordLowercase+"\", \"minimum number of special characters\":\""+minPasswordSpecial+"\", \"minimum number of uppercase letters\":\""+minPasswordUppercase+"\", \"password history count\":\""+passwordHistoryCount+"\", \"enable verbose login fail message\":\""+verboseLoginFailMsg+"\"}",_time=now(), date=strftime(_time, "%Y-%m-%d") | fields data _time date
06-30-2025 03:00:01.284 INFO  SearchParser [48184 searchOrchestrator] - PARSING: |rest splunk_server=local /services/server/info | fields guid, splunk_server
06-30-2025 03:00:01.285 INFO  DispatchStorageManagerInfo [48184 searchOrchestrator] - Successfully created new dispatch directory for search job. sid=76c41da0a5283165_tmp dispatch_dir=C:\Program Files\Splunk\var\run\splunk\dispatch\76c41da0a5283165_tmp
06-30-2025 03:00:01.289 INFO  SearchOperator:rest [48184 searchOrchestrator] - built uri=/services/admin/Splunk-auth/splunk_auth?count=0, server=https://127.0.0.1:8089
06-30-2025 03:00:01.289 INFO  SearchParser [48184 searchOrchestrator] - PARSING: prerest splunk_server="BEER-PC01" timeout=60 "/services/admin/Splunk-auth/splunk_auth?count=0"
06-30-2025 03:00:01.289 INFO  SearchOperator:rest [48184 searchOrchestrator] - built uri=/services/admin/Splunk-auth/splunk_auth?count=0, server=https://127.0.0.1:8089
06-30-2025 03:00:01.290 INFO  DispatchThread [48184 searchOrchestrator] - BatchMode: allowBatchMode: 1, conf(1): 1, timeline/Status buckets(0):0, realtime(0):0, report pipe empty(0):0, reqTimeOrder(0):0, summarize(0):0, statefulStreaming(0):0
06-30-2025 03:00:01.290 INFO  DispatchThread [48184 searchOrchestrator] - required fields list to add to remote search = *
06-30-2025 03:00:01.290 INFO  DispatchCommandProcessor [48184 searchOrchestrator] - summaryHash=6966c2a86833efdb summaryId=D59BE72C-130E-4AB5-91DF-EC18452C6179_splunk_instrumentation_admin_6966c2a86833efdb remoteSearch=prerest  splunk_server="BEER-PC01" timeout=60 "/services/admin/Splunk-auth/splunk_auth?count=0"
06-30-2025 03:00:01.290 INFO  DispatchCommandProcessor [48184 searchOrchestrator] - summaryHash=NS77a2378799981222 summaryId=D59BE72C-130E-4AB5-91DF-EC18452C6179_splunk_instrumentation_admin_NS77a2378799981222 remoteSearch=prerest splunk_server="BEER-PC01" timeout=60 "/services/admin/Splunk-auth/splunk_auth?count=0"
06-30-2025 03:00:01.290 INFO  DispatchThread [48184 searchOrchestrator] - Getting summary ID for summaryHash=NS77a2378799981222
06-30-2025 03:00:01.296 INFO  DispatchThread [48184 searchOrchestrator] - Did not find a usable summary_id, setting info._summary_mode=none, not modifying input summary_id=D59BE72C-130E-4AB5-91DF-EC18452C6179_splunk_instrumentation_admin_NS77a2378799981222
06-30-2025 03:00:01.298 INFO  SearchParser [48184 searchOrchestrator] - PARSING: |rest splunk_server=local /services/admin/Splunk-auth/splunk_auth| join type=left splunk_server [|rest splunk_server=local /services/server/info | fields guid, splunk_server] | appendcols [|rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt]| eval telemetrySalt=if(isnull(telemetrySalt), "", telemetrySalt), hashHost=sha1(telemetrySalt+splunk_server)| replace "1" with "true", "0" with "false" in enablePasswordHistory,expireUserAccounts, forceWeakPasswordChange, lockoutUsers, verboseLoginFailMsg | eval data="{\"host\": \""+hashHost+"\",\"guid\": \""+guid+"\", \"constant login time\":\""+constantLoginTime+"\", \"enable password history\":\""+enablePasswordHistory+"\", \"expiration alert in days\":\""+expireAlertDays+"\", \"days until password expires\":\""+expirePasswordDays+"\", \"enable password expiration\":\""+expireUserAccounts+"\", \"force existing users to change weak passwords\":\""+forceWeakPasswordChange+"\", \"failed login attempts\":\""+lockoutAttempts+"\", \"lockout duration in minutes\":\""+lockoutMins+"\", \"lockout threshold in minutes\":\""+lockoutThresholdMins+"\", \"enable lockout users\":\""+lockoutUsers+"\", \"minimum number of digits\":\""+minPasswordDigit+"\", \"minimum number of characters\":\""+minPasswordLength+"\", \"minimum number of lowercase letters\":\""+minPasswordLowercase+"\", \"minimum number of special characters\":\""+minPasswordSpecial+"\", \"minimum number of uppercase letters\":\""+minPasswordUppercase+"\", \"password history count\":\""+passwordHistoryCount+"\", \"enable verbose login fail message\":\""+verboseLoginFailMsg+"\"}",_time=now(), date=strftime(_time, "%Y-%m-%d") | fields data _time date
06-30-2025 03:00:01.298 INFO  AstOptimizer [48184 searchOrchestrator] - Search optimization skipped. Reason="Query has subsearch" query="|rest splunk_server=local /services/admin/Splunk-auth/splunk_auth| join type=left splunk_server [|rest splunk_server=local /services/server/info | fields guid, splunk_server] | appendcols [|rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt]| eval telemetrySalt=if(isnull(telemetrySalt), "", telemetrySalt), hashHost=sha1(telemetrySalt+splunk_server)| replace "1" with "true", "0" with "false" in enablePasswordHistory,expireUserAccounts, forceWeakPasswordChange, lockoutUsers, verboseLoginFailMsg | eval data="{\"host\": \""+hashHost+"\",\"guid\": \""+guid+"\", \"constant login time\":\""+constantLoginTime+"\", \"enable password history\":\""+enablePasswordHistory+"\", \"expiration alert in days\":\""+expireAlertDays+"\", \"days until password expires\":\""+expirePasswordDays+"\", \"enable password expiration\":\""+expireUserAccounts+"\", \"force existing users to change weak passwords\":\""+forceWeakPasswordChange+"\", \"failed login attempts\":\""+lockoutAttempts+"\", \"lockout duration in minutes\":\""+lockoutMins+"\", \"lockout threshold in minutes\":\""+lockoutThresholdMins+"\", \"enable lockout users\":\""+lockoutUsers+"\", \"minimum number of digits\":\""+minPasswordDigit+"\", \"minimum number of characters\":\""+minPasswordLength+"\", \"minimum number of lowercase letters\":\""+minPasswordLowercase+"\", \"minimum number of special characters\":\""+minPasswordSpecial+"\", \"minimum number of uppercase letters\":\""+minPasswordUppercase+"\", \"password history count\":\""+passwordHistoryCount+"\", \"enable verbose login fail message\":\""+verboseLoginFailMsg+"\"}",_time=now(), date=strftime(_time, "%Y-%m-%d") | fields data _time date"
06-30-2025 03:00:01.299 INFO  ScopedTimer [48184 searchOrchestrator] - search.optimize 0.000
06-30-2025 03:00:01.299 INFO  SearchPhaseGenerator [48184 searchOrchestrator] - Failed to create phases using AST:Failed to create the AST for search |rest splunk_server=local /services/admin/Splunk-auth/splunk_auth| join type=left splunk_server [|rest splunk_server=local /services/server/info | fields guid, splunk_server] | appendcols [|rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt]| eval telemetrySalt=if(isnull(telemetrySalt), "", telemetrySalt), hashHost=sha1(telemetrySalt+splunk_server)| replace "1" with "true", "0" with "false" in enablePasswordHistory,expireUserAccounts, forceWeakPasswordChange, lockoutUsers, verboseLoginFailMsg | eval data="{\"host\": \""+hashHost+"\",\"guid\": \""+guid+"\", \"constant login time\":\""+constantLoginTime+"\", \"enable password history\":\""+enablePasswordHistory+"\", \"expiration alert in days\":\""+expireAlertDays+"\", \"days until password expires\":\""+expirePasswordDays+"\", \"enable password expiration\":\""+expireUserAccounts+"\", \"force existing users to change weak passwords\":\""+forceWeakPasswordChange+"\", \"failed login attempts\":\""+lockoutAttempts+"\", \"lockout duration in minutes\":\""+lockoutMins+"\", \"lockout threshold in minutes\":\""+lockoutThresholdMins+"\", \"enable lockout users\":\""+lockoutUsers+"\", \"minimum number of digits\":\""+minPasswordDigit+"\", \"minimum number of characters\":\""+minPasswordLength+"\", \"minimum number of lowercase letters\":\""+minPasswordLowercase+"\", \"minimum number of special characters\":\""+minPasswordSpecial+"\", \"minimum number of uppercase letters\":\""+minPasswordUppercase+"\", \"password history count\":\""+passwordHistoryCount+"\", \"enable verbose login fail message\":\""+verboseLoginFailMsg+"\"}",_time=now(), date=strftime(_time, "%Y-%m-%d") | fields data _time date. Falling back to 2 phase mode.
06-30-2025 03:00:01.299 INFO  SearchPhaseGenerator [48184 searchOrchestrator] -  Executing two phase fallback for the search=|rest splunk_server=local /services/admin/Splunk-auth/splunk_auth| join type=left splunk_server [|rest splunk_server=local /services/server/info | fields guid, splunk_server] | appendcols [|rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt]| eval telemetrySalt=if(isnull(telemetrySalt), "", telemetrySalt), hashHost=sha1(telemetrySalt+splunk_server)| replace "1" with "true", "0" with "false" in enablePasswordHistory,expireUserAccounts, forceWeakPasswordChange, lockoutUsers, verboseLoginFailMsg | eval data="{\"host\": \""+hashHost+"\",\"guid\": \""+guid+"\", \"constant login time\":\""+constantLoginTime+"\", \"enable password history\":\""+enablePasswordHistory+"\", \"expiration alert in days\":\""+expireAlertDays+"\", \"days until password expires\":\""+expirePasswordDays+"\", \"enable password expiration\":\""+expireUserAccounts+"\", \"force existing users to change weak passwords\":\""+forceWeakPasswordChange+"\", \"failed login attempts\":\""+lockoutAttempts+"\", \"lockout duration in minutes\":\""+lockoutMins+"\", \"lockout threshold in minutes\":\""+lockoutThresholdMins+"\", \"enable lockout users\":\""+lockoutUsers+"\", \"minimum number of digits\":\""+minPasswordDigit+"\", \"minimum number of characters\":\""+minPasswordLength+"\", \"minimum number of lowercase letters\":\""+minPasswordLowercase+"\", \"minimum number of special characters\":\""+minPasswordSpecial+"\", \"minimum number of uppercase letters\":\""+minPasswordUppercase+"\", \"password history count\":\""+passwordHistoryCount+"\", \"enable verbose login fail message\":\""+verboseLoginFailMsg+"\"}",_time=now(), date=strftime(_time, "%Y-%m-%d") | fields data _time date
06-30-2025 03:00:01.299 INFO  SearchParser [48184 searchOrchestrator] - PARSING: |rest splunk_server=local /services/admin/Splunk-auth/splunk_auth| join type=left splunk_server [|rest splunk_server=local /services/server/info | fields guid, splunk_server] | appendcols [|rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt]| eval telemetrySalt=if(isnull(telemetrySalt), "", telemetrySalt), hashHost=sha1(telemetrySalt+splunk_server)| replace "1" with "true", "0" with "false" in enablePasswordHistory,expireUserAccounts, forceWeakPasswordChange, lockoutUsers, verboseLoginFailMsg | eval data="{\"host\": \""+hashHost+"\",\"guid\": \""+guid+"\", \"constant login time\":\""+constantLoginTime+"\", \"enable password history\":\""+enablePasswordHistory+"\", \"expiration alert in days\":\""+expireAlertDays+"\", \"days until password expires\":\""+expirePasswordDays+"\", \"enable password expiration\":\""+expireUserAccounts+"\", \"force existing users to change weak passwords\":\""+forceWeakPasswordChange+"\", \"failed login attempts\":\""+lockoutAttempts+"\", \"lockout duration in minutes\":\""+lockoutMins+"\", \"lockout threshold in minutes\":\""+lockoutThresholdMins+"\", \"enable lockout users\":\""+lockoutUsers+"\", \"minimum number of digits\":\""+minPasswordDigit+"\", \"minimum number of characters\":\""+minPasswordLength+"\", \"minimum number of lowercase letters\":\""+minPasswordLowercase+"\", \"minimum number of special characters\":\""+minPasswordSpecial+"\", \"minimum number of uppercase letters\":\""+minPasswordUppercase+"\", \"password history count\":\""+passwordHistoryCount+"\", \"enable verbose login fail message\":\""+verboseLoginFailMsg+"\"}",_time=now(), date=strftime(_time, "%Y-%m-%d") | fields data _time date
06-30-2025 03:00:01.299 INFO  SearchParser [48184 searchOrchestrator] - PARSING: |rest splunk_server=local /services/server/info | fields guid, splunk_server
06-30-2025 03:00:01.300 INFO  SearchOperator:rest [48184 searchOrchestrator] - built uri=/services/admin/Splunk-auth/splunk_auth?count=0, server=https://127.0.0.1:8089
06-30-2025 03:00:01.300 INFO  DispatchStorageManagerInfo [48184 searchOrchestrator] - Successfully created new dispatch directory for search job. sid=subsearch_scheduler__nobody_c3BsdW5rX2luc3RydW1lbnRhdGlvbg__RMD5eb9625685b559511_at_1751241600_9_1751241601.1 dispatch_dir=C:\Program Files\Splunk\var\run\splunk\dispatch\subsearch_scheduler__nobody_c3BsdW5rX2luc3RydW1lbnRhdGlvbg__RMD5eb9625685b559511_at_1751241600_9_1751241601.1
06-30-2025 03:00:01.302 INFO  HealthReporter [48184 searchOrchestrator] - aggregate_ingestion_latency_health with value=0 from stanza=health_reporter will disable the aggregation of ingestion latency health reporter.
06-30-2025 03:00:01.302 INFO  DispatchCommandProcessor [48184 searchOrchestrator] - Data federation feature is enabled
