07-07-2025 03:00:01.330 INFO  dispatchRunner [0 MainThread] - Search process mode: freestanding (build 78803f08aabb).
07-07-2025 03:00:01.352 INFO  LMStackMgr [0 MainThread] - Added policy WinSz=30 Warnings=3 MaxSize=0 isDefault=1 features= for free
07-07-2025 03:00:01.352 INFO  LMLicense [0 MainThread] - Applying default enforcement policy for forwarder
07-07-2025 03:00:01.352 INFO  LMStackMgr [0 MainThread] - Added policy WinSz=30 Warnings=5 MaxSize=0 isDefault=1 features= for forwarder
07-07-2025 03:00:01.352 INFO  LMStackMgr [0 MainThread] - Skipping trial license as alternative license type in use
07-07-2025 03:00:01.352 INFO  LMStackMgr [0 MainThread] - Skipping trial pool stanza as alternative license in use
07-07-2025 03:00:01.352 INFO  LMStackMgr [0 MainThread] - added pool auto_generated_pool_forwarder to stack forwarder
07-07-2025 03:00:01.352 INFO  LMStackMgr [0 MainThread] - added pool auto_generated_pool_free to stack free
07-07-2025 03:00:01.352 INFO  LMStackMgr [0 MainThread] - Initialized hideQuotaWarning = "0"
07-07-2025 03:00:01.352 INFO  LMStackMgr [0 MainThread] - init completed [D59BE72C-130E-4AB5-91DF-EC18452C6179,Free,runContext_splunkd=false]
07-07-2025 03:00:01.352 INFO  LicenseMgr [0 MainThread] - StackMgr init complete...
07-07-2025 03:00:01.352 INFO  LMTracker [0 MainThread] - Setting default product type='enterprise'
07-07-2025 03:00:01.352 INFO  LMTracker [0 MainThread] - this is not splunkd, will perform partial init
07-07-2025 03:00:01.352 INFO  LicenseMgr [0 MainThread] - Tracker init complete...
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'licenses'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'pools'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'stacks'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'groups'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'slaves'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'peers'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'localslave'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'localpeer'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'licensermessages'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'scriptedwarning'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'licenseusage'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'managers'
07-07-2025 03:00:01.362 INFO  LicenseMgr [0 MainThread] - Initing LicenseMgr
07-07-2025 03:00:01.362 INFO  LMConfig [0 MainThread] - serverName=BEER-PC01 guid=D59BE72C-130E-4AB5-91DF-EC18452C6179
07-07-2025 03:00:01.362 INFO  LMConfig [0 MainThread] - connection_timeout=30
07-07-2025 03:00:01.362 INFO  LMConfig [0 MainThread] - send_timeout=30
07-07-2025 03:00:01.362 INFO  LMConfig [0 MainThread] - receive_timeout=30
07-07-2025 03:00:01.362 INFO  LMConfig [0 MainThread] - key=license_warnings_update_interval not found in licenser stanza of server.conf, defaulting=0
07-07-2025 03:00:01.362 INFO  LMConfig [0 MainThread] - squash_threshold=2000
07-07-2025 03:00:01.362 INFO  LMConfig [0 MainThread] - strict_pool_quota=1
07-07-2025 03:00:01.362 INFO  LMConfig [0 MainThread] - key=pool_suggestion not found in licenser stanza of server.conf, defaulting=''
07-07-2025 03:00:01.362 INFO  LMConfig [0 MainThread] - key=test_aws_metering not found in licenser stanza of server.conf, defaulting=0
07-07-2025 03:00:01.362 INFO  LMConfig [0 MainThread] - key=test_aws_product_code not found in licenser stanza of server.conf, defaulting=0
07-07-2025 03:00:01.362 INFO  LMConfig [0 MainThread] - lm_ping_interval=86400
07-07-2025 03:00:01.362 INFO  LMConfig [0 MainThread] - key=lm_uri not found in licenser stanza of server.conf, defaulting to empty array
07-07-2025 03:00:01.362 INFO  LicenseMgr [0 MainThread] - Initing LicenseMgr runContext_splunkd=false
07-07-2025 03:00:01.362 INFO  LMStackMgr [0 MainThread] - closing stack mgr
07-07-2025 03:00:01.362 INFO  LMSlaveInfo [0 MainThread] - all slaves cleared
07-07-2025 03:00:01.362 INFO  LMStackMgr [0 MainThread] - Initalized license_warnings_update_interval=auto
07-07-2025 03:00:01.362 INFO  LMStackMgr [0 MainThread] - License Manager supports Conditional Licensing Enforcement. For baked in CLE policies, window_period=60 days, max_violations=45, for stack size below 107374182400 bytes
07-07-2025 03:00:01.362 INFO  LMLicense [0 MainThread] - Applying default enforcement policy for free
07-07-2025 03:00:01.362 INFO  LMLicense [0 MainThread] - Applying default enforcement policy for forwarder
07-07-2025 03:00:01.362 INFO  LMStackMgr [0 MainThread] - Skipping trial license as alternative license type in use
07-07-2025 03:00:01.362 INFO  LMStackMgr [0 MainThread] - Skipping trial pool stanza as alternative license in use
07-07-2025 03:00:01.362 INFO  LMStackMgr [0 MainThread] - added pool auto_generated_pool_forwarder to stack forwarder
07-07-2025 03:00:01.362 INFO  LMStackMgr [0 MainThread] - added pool auto_generated_pool_free to stack free
07-07-2025 03:00:01.362 INFO  LMStackMgr [0 MainThread] - Initialized hideQuotaWarning = "0"
07-07-2025 03:00:01.362 INFO  LMStackMgr [0 MainThread] - init completed [D59BE72C-130E-4AB5-91DF-EC18452C6179,Free,runContext_splunkd=false]
07-07-2025 03:00:01.362 INFO  LicenseMgr [0 MainThread] - StackMgr init complete...
07-07-2025 03:00:01.362 INFO  LMTracker [0 MainThread] - Setting default product type='enterprise'
07-07-2025 03:00:01.362 INFO  LMTracker [0 MainThread] - this is not splunkd, will perform partial init
07-07-2025 03:00:01.362 INFO  LicenseMgr [0 MainThread] - Tracker init complete...
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'licenses'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'pools'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'stacks'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'groups'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'slaves'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'peers'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'localslave'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'localpeer'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'licensermessages'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'scriptedwarning'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'licenseusage'
07-07-2025 03:00:01.362 INFO  AdminManagerDispatch [0 MainThread] - added factory for admin handler: 'managers'
07-07-2025 03:00:01.362 INFO  dispatchRunner [0 MainThread] - Per-process handle limit is 512
07-07-2025 03:00:01.362 INFO  dispatchRunner [0 MainThread] - Increasing per-process handle limit from '512' to '2048'
07-07-2025 03:00:01.362 INFO  dispatchRunner [0 MainThread] - Successfully increased per-process handle limit from '512' to '2048'
07-07-2025 03:00:01.362 INFO  dispatchRunner [0 MainThread] - registering build time modules, count=1
07-07-2025 03:00:01.362 INFO  dispatchRunner [0 MainThread] - registering search time components of build time module name=vix
07-07-2025 03:00:01.362 INFO  dispatchRunner [0 MainThread] - Getting search configuration data from: C:\Program Files\Splunk\etc\modules\parsing\config.xml
07-07-2025 03:00:01.362 WARN  SSLOptions [0 MainThread] - server.conf/[kvstore]/sslVerifyServerCert is false disabling certificate validation; must be set to "true" for increased security
07-07-2025 03:00:01.362 WARN  KVStoreConfigurationProvider [0 MainThread] - KV Store is not available. Its status is 'failed'.
07-07-2025 03:00:01.362 INFO  BundlesSetup [0 MainThread] - Setup stats for C:\Program Files\Splunk\etc: wallclock_elapsed_msec=78, cpu_time_used=0.0625, shared_services_generation=1, shared_services_population=1
07-07-2025 03:00:01.362 INFO  PipelineComponent [0 MainThread] - Ingestion pipeline sets have been configured to use pipeline set policy=round_robin for multiple pipeline sets.
07-07-2025 03:00:01.372 INFO  UserManager [122804 RunDispatch] - Setting user context: splunk-system-user
07-07-2025 03:00:01.372 INFO  UserManager [122804 RunDispatch] - Free version does not have user services
07-07-2025 03:00:01.372 INFO  UserManager [122804 RunDispatch] - Done setting user context: NULL -> NULL
07-07-2025 03:00:01.372 INFO  UserManager [122804 RunDispatch] - Unwound user context: NULL -> NULL
07-07-2025 03:00:01.372 INFO  UserManager [122804 RunDispatch] - Setting user context: admin
07-07-2025 03:00:01.372 INFO  UserManager [122804 RunDispatch] - Free version does not have user services
07-07-2025 03:00:01.372 INFO  UserManager [122804 RunDispatch] - Done setting user context: NULL -> NULL
07-07-2025 03:00:01.372 INFO  dispatchRunner [122804 RunDispatch] - search context: user="admin", app="splunk_instrumentation", bs-pathname="C:\Program Files\Splunk\etc"
07-07-2025 03:00:01.382 INFO  SearchParser [122804 RunDispatch] - PARSING: |rest splunk_server=local /services/admin/Splunk-auth/splunk_auth| join type=left splunk_server [|rest splunk_server=local /services/server/info | fields guid, splunk_server] | appendcols [|rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt]| eval telemetrySalt=if(isnull(telemetrySalt), "", telemetrySalt), hashHost=sha1(telemetrySalt+splunk_server)| replace "1" with "true", "0" with "false" in enablePasswordHistory,expireUserAccounts, forceWeakPasswordChange, lockoutUsers, verboseLoginFailMsg | eval data="{\"host\": \""+hashHost+"\",\"guid\": \""+guid+"\", \"constant login time\":\""+constantLoginTime+"\", \"enable password history\":\""+enablePasswordHistory+"\", \"expiration alert in days\":\""+expireAlertDays+"\", \"days until password expires\":\""+expirePasswordDays+"\", \"enable password expiration\":\""+expireUserAccounts+"\", \"force existing users to change weak passwords\":\""+forceWeakPasswordChange+"\", \"failed login attempts\":\""+lockoutAttempts+"\", \"lockout duration in minutes\":\""+lockoutMins+"\", \"lockout threshold in minutes\":\""+lockoutThresholdMins+"\", \"enable lockout users\":\""+lockoutUsers+"\", \"minimum number of digits\":\""+minPasswordDigit+"\", \"minimum number of characters\":\""+minPasswordLength+"\", \"minimum number of lowercase letters\":\""+minPasswordLowercase+"\", \"minimum number of special characters\":\""+minPasswordSpecial+"\", \"minimum number of uppercase letters\":\""+minPasswordUppercase+"\", \"password history count\":\""+passwordHistoryCount+"\", \"enable verbose login fail message\":\""+verboseLoginFailMsg+"\"}",_time=now(), date=strftime(_time, "%Y-%m-%d") | fields data _time date
07-07-2025 03:00:01.382 INFO  SearchParser [122804 RunDispatch] - PARSING: |rest splunk_server=local /services/server/info | fields guid, splunk_server
07-07-2025 03:00:01.382 INFO  dispatchRunner [122804 RunDispatch] - Search running in non-clustered mode
07-07-2025 03:00:01.382 INFO  dispatchRunner [122804 RunDispatch] - SearchHeadInitSearchMs=16
07-07-2025 03:00:01.382 INFO  dispatchRunner [122804 RunDispatch] - Executing the Search orchestrator and iterator model (dfs=false).
07-07-2025 03:00:01.382 INFO  SearchOrchestrator [122804 RunDispatch] - SearchOrchestrator is constructed.  sid=scheduler__nobody_c3BsdW5rX2luc3RydW1lbnRhdGlvbg__RMD5eb9625685b559511_at_1751846400_3, eval_only=0
07-07-2025 03:00:01.382 INFO  SearchOrchestrator [122804 RunDispatch] -  Initialized the SRI
07-07-2025 03:00:01.382 INFO  SearchFeatureFlags [122804 RunDispatch] - Initializing feature flags from config. feature_seed=3943702241
07-07-2025 03:00:01.382 INFO  SearchFeatureFlags [122804 RunDispatch] - Setting feature_flag=parallelreduce:enablePreview:true
07-07-2025 03:00:01.382 INFO  SearchFeatureFlags [122804 RunDispatch] - Setting feature_flag=search:search_retry:false
07-07-2025 03:00:01.382 INFO  SearchFeatureFlags [122804 RunDispatch] - Setting feature_flag=search:search_retry_realtime:false
07-07-2025 03:00:01.382 INFO  SearchFeatureFlags [122804 RunDispatch] - Setting feature_flag=parallelreduce:autoAppliedPercentage:false
07-07-2025 03:00:01.382 INFO  SearchFeatureFlags [122804 RunDispatch] - Setting feature_flag=subsearch:enableConcurrentPipelineProcessing:false
07-07-2025 03:00:01.382 INFO  SearchFeatureFlags [122804 RunDispatch] - Setting feature_flag=subsearch:concurrent_pipeline_adhoc:false
07-07-2025 03:00:01.382 INFO  SearchFeatureFlags [122804 RunDispatch] - Setting feature_flag=append:support_multiple_data_sources:false
07-07-2025 03:00:01.382 INFO  SearchFeatureFlags [122804 RunDispatch] - Setting feature_flag=join:support_multiple_data_sources:false
07-07-2025 03:00:01.382 INFO  SearchFeatureFlags [122804 RunDispatch] - Setting feature_flag=search_optimization::set_required_fields:stats:false
07-07-2025 03:00:01.382 INFO  SearchFeatureFlags [122804 RunDispatch] - Setting feature_flag=searchresults:srs2:false
07-07-2025 03:00:01.382 INFO  SearchFeatureFlags [122804 RunDispatch] - Setting feature_flag=search:read_final_results_from_timeliner:true
07-07-2025 03:00:01.382 INFO  SearchFeatureFlags [122804 RunDispatch] - Setting feature_flag=search:fetch_remote_search_telemetry:true
07-07-2025 03:00:01.382 INFO  SearchFeatureFlags [122804 RunDispatch] - Setting feature_flag=testing:boolean_flag:false
07-07-2025 03:00:01.382 INFO  SearchFeatureFlags [122804 RunDispatch] - Setting feature_flag=testing:percent_flag:true
07-07-2025 03:00:01.382 INFO  SearchFeatureFlags [122804 RunDispatch] - Setting feature_flag=testing:legacy_flag:true
07-07-2025 03:00:01.382 INFO  SearchOrchestrator [122804 RunDispatch] - Search feature_flags={"v":1,"enabledFeatures":["parallelreduce:enablePreview","search:read_final_results_from_timeliner","search:fetch_remote_search_telemetry","testing:percent_flag","testing:legacy_flag"],"disabledFeatures":["search:search_retry","search:search_retry_realtime","parallelreduce:autoAppliedPercentage","subsearch:enableConcurrentPipelineProcessing","subsearch:concurrent_pipeline_adhoc","append:support_multiple_data_sources","join:support_multiple_data_sources","search_optimization::set_required_fields:stats","searchresults:srs2","testing:boolean_flag"]}
07-07-2025 03:00:01.382 INFO  ISplunkDispatch [122804 RunDispatch] - Not running in splunkd. Bundle replication not triggered.
07-07-2025 03:00:01.394 INFO  SearchOrchestrator [43832 searchOrchestrator] - Initialzing the run time settings for the orchestrator.
07-07-2025 03:00:01.394 INFO  UserManager [43832 searchOrchestrator] - Setting user context: admin
07-07-2025 03:00:01.394 INFO  UserManager [43832 searchOrchestrator] - Free version does not have user services
07-07-2025 03:00:01.394 INFO  UserManager [43832 searchOrchestrator] - Done setting user context: NULL -> NULL
07-07-2025 03:00:01.394 INFO  AdaptiveSearchEngineSelector [43832 searchOrchestrator] - Search execution_plan=classic
07-07-2025 03:00:01.394 INFO  SearchOrchestrator [43832 searchOrchestrator] - Creating the search DAG.
07-07-2025 03:00:01.394 INFO  SearchParser [43832 searchOrchestrator] - PARSING: |rest splunk_server=local /services/admin/Splunk-auth/splunk_auth| join type=left splunk_server [|rest splunk_server=local /services/server/info | fields guid, splunk_server] | appendcols [|rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt]| eval telemetrySalt=if(isnull(telemetrySalt), "", telemetrySalt), hashHost=sha1(telemetrySalt+splunk_server)| replace "1" with "true", "0" with "false" in enablePasswordHistory,expireUserAccounts, forceWeakPasswordChange, lockoutUsers, verboseLoginFailMsg | eval data="{\"host\": \""+hashHost+"\",\"guid\": \""+guid+"\", \"constant login time\":\""+constantLoginTime+"\", \"enable password history\":\""+enablePasswordHistory+"\", \"expiration alert in days\":\""+expireAlertDays+"\", \"days until password expires\":\""+expirePasswordDays+"\", \"enable password expiration\":\""+expireUserAccounts+"\", \"force existing users to change weak passwords\":\""+forceWeakPasswordChange+"\", \"failed login attempts\":\""+lockoutAttempts+"\", \"lockout duration in minutes\":\""+lockoutMins+"\", \"lockout threshold in minutes\":\""+lockoutThresholdMins+"\", \"enable lockout users\":\""+lockoutUsers+"\", \"minimum number of digits\":\""+minPasswordDigit+"\", \"minimum number of characters\":\""+minPasswordLength+"\", \"minimum number of lowercase letters\":\""+minPasswordLowercase+"\", \"minimum number of special characters\":\""+minPasswordSpecial+"\", \"minimum number of uppercase letters\":\""+minPasswordUppercase+"\", \"password history count\":\""+passwordHistoryCount+"\", \"enable verbose login fail message\":\""+verboseLoginFailMsg+"\"}",_time=now(), date=strftime(_time, "%Y-%m-%d") | fields data _time date
07-07-2025 03:00:01.400 INFO  SearchParser [43832 searchOrchestrator] - PARSING: |rest splunk_server=local /services/server/info | fields guid, splunk_server
07-07-2025 03:00:01.400 INFO  DispatchStorageManagerInfo [43832 searchOrchestrator] - Successfully created new dispatch directory for search job. sid=1f39ebaa048bc311_tmp dispatch_dir=C:\Program Files\Splunk\var\run\splunk\dispatch\1f39ebaa048bc311_tmp
07-07-2025 03:00:01.403 INFO  SearchOperator:rest [43832 searchOrchestrator] - built uri=/services/admin/Splunk-auth/splunk_auth?count=0, server=https://127.0.0.1:8088
07-07-2025 03:00:01.403 INFO  SearchParser [43832 searchOrchestrator] - PARSING: prerest splunk_server="BEER-PC01" timeout=60 "/services/admin/Splunk-auth/splunk_auth?count=0"
07-07-2025 03:00:01.403 INFO  SearchOperator:rest [43832 searchOrchestrator] - built uri=/services/admin/Splunk-auth/splunk_auth?count=0, server=https://127.0.0.1:8088
07-07-2025 03:00:01.403 INFO  DispatchThread [43832 searchOrchestrator] - BatchMode: allowBatchMode: 1, conf(1): 1, timeline/Status buckets(0):0, realtime(0):0, report pipe empty(0):0, reqTimeOrder(0):0, summarize(0):0, statefulStreaming(0):0
07-07-2025 03:00:01.403 INFO  DispatchThread [43832 searchOrchestrator] - required fields list to add to remote search = *
07-07-2025 03:00:01.403 INFO  DispatchCommandProcessor [43832 searchOrchestrator] - summaryHash=6966c2a86833efdb summaryId=D59BE72C-130E-4AB5-91DF-EC18452C6179_splunk_instrumentation_admin_6966c2a86833efdb remoteSearch=prerest  splunk_server="BEER-PC01" timeout=60 "/services/admin/Splunk-auth/splunk_auth?count=0"
07-07-2025 03:00:01.403 INFO  DispatchCommandProcessor [43832 searchOrchestrator] - summaryHash=NS77a2378799981222 summaryId=D59BE72C-130E-4AB5-91DF-EC18452C6179_splunk_instrumentation_admin_NS77a2378799981222 remoteSearch=prerest splunk_server="BEER-PC01" timeout=60 "/services/admin/Splunk-auth/splunk_auth?count=0"
07-07-2025 03:00:01.403 INFO  DispatchThread [43832 searchOrchestrator] - Getting summary ID for summaryHash=NS77a2378799981222
07-07-2025 03:00:01.423 INFO  DispatchThread [43832 searchOrchestrator] - Did not find a usable summary_id, setting info._summary_mode=none, not modifying input summary_id=D59BE72C-130E-4AB5-91DF-EC18452C6179_splunk_instrumentation_admin_NS77a2378799981222
07-07-2025 03:00:01.426 INFO  SearchParser [43832 searchOrchestrator] - PARSING: |rest splunk_server=local /services/admin/Splunk-auth/splunk_auth| join type=left splunk_server [|rest splunk_server=local /services/server/info | fields guid, splunk_server] | appendcols [|rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt]| eval telemetrySalt=if(isnull(telemetrySalt), "", telemetrySalt), hashHost=sha1(telemetrySalt+splunk_server)| replace "1" with "true", "0" with "false" in enablePasswordHistory,expireUserAccounts, forceWeakPasswordChange, lockoutUsers, verboseLoginFailMsg | eval data="{\"host\": \""+hashHost+"\",\"guid\": \""+guid+"\", \"constant login time\":\""+constantLoginTime+"\", \"enable password history\":\""+enablePasswordHistory+"\", \"expiration alert in days\":\""+expireAlertDays+"\", \"days until password expires\":\""+expirePasswordDays+"\", \"enable password expiration\":\""+expireUserAccounts+"\", \"force existing users to change weak passwords\":\""+forceWeakPasswordChange+"\", \"failed login attempts\":\""+lockoutAttempts+"\", \"lockout duration in minutes\":\""+lockoutMins+"\", \"lockout threshold in minutes\":\""+lockoutThresholdMins+"\", \"enable lockout users\":\""+lockoutUsers+"\", \"minimum number of digits\":\""+minPasswordDigit+"\", \"minimum number of characters\":\""+minPasswordLength+"\", \"minimum number of lowercase letters\":\""+minPasswordLowercase+"\", \"minimum number of special characters\":\""+minPasswordSpecial+"\", \"minimum number of uppercase letters\":\""+minPasswordUppercase+"\", \"password history count\":\""+passwordHistoryCount+"\", \"enable verbose login fail message\":\""+verboseLoginFailMsg+"\"}",_time=now(), date=strftime(_time, "%Y-%m-%d") | fields data _time date
07-07-2025 03:00:01.426 INFO  SearchOperator:rest [43832 searchOrchestrator] - built uri=/services/admin/Splunk-auth/splunk_auth?count=0, server=https://127.0.0.1:8088
07-07-2025 03:00:01.426 INFO  SearchParser [43832 searchOrchestrator] - PARSING: |rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt
07-07-2025 03:00:01.426 INFO  SearchOperator:rest [43832 searchOrchestrator] - built uri=/servicesNS/nobody/splunk_instrumentation/telemetry?count=0, server=https://127.0.0.1:8088
07-07-2025 03:00:01.426 INFO  SearchParser [43832 searchOrchestrator] - PARSING: |rest splunk_server=local /services/server/info | fields guid, splunk_server
07-07-2025 03:00:01.426 INFO  SearchOperator:rest [43832 searchOrchestrator] - built uri=/services/server/info?count=0, server=https://127.0.0.1:8088
07-07-2025 03:00:01.426 INFO  AstOptimizer [43832 searchOrchestrator] - SrchOptMetrics optimize_toJson=0.000
07-07-2025 03:00:01.426 INFO  SearchParser [43832 searchOrchestrator] - PARSING:  | rest "/services/admin/Splunk-auth/splunk_auth" splunk_server=local | join type=left splunk_server [ | rest /services/server/info splunk_server=local | fields + guid, splunk_server] | appendcols override=false [ | rest /servicesNS/nobody/splunk_instrumentation/telemetry splunk_server=local | fields + telemetrySalt] | eval telemetrySalt=if(isnull(telemetrySalt),"",telemetrySalt), hashHost=sha1((telemetrySalt + splunk_server)) | replace "1" with "true", "0" with "false" in enablePasswordHistory,expireUserAccounts, forceWeakPasswordChange, lockoutUsers, verboseLoginFailMsg | eval data=(((((((((((((((((((((((((((((((((((((("{\"host\": \"" + hashHost) + "\",\"guid\": \"") + guid) + "\", \"constant login time\":\"") + constantLoginTime) + "\", \"enable password history\":\"") + enablePasswordHistory) + "\", \"expiration alert in days\":\"") + expireAlertDays) + "\", \"days until password expires\":\"") + expirePasswordDays) + "\", \"enable password expiration\":\"") + expireUserAccounts) + "\", \"force existing users to change weak passwords\":\"") + forceWeakPasswordChange) + "\", \"failed login attempts\":\"") + lockoutAttempts) + "\", \"lockout duration in minutes\":\"") + lockoutMins) + "\", \"lockout threshold in minutes\":\"") + lockoutThresholdMins) + "\", \"enable lockout users\":\"") + lockoutUsers) + "\", \"minimum number of digits\":\"") + minPasswordDigit) + "\", \"minimum number of characters\":\"") + minPasswordLength) + "\", \"minimum number of lowercase letters\":\"") + minPasswordLowercase) + "\", \"minimum number of special characters\":\"") + minPasswordSpecial) + "\", \"minimum number of uppercase letters\":\"") + minPasswordUppercase) + "\", \"password history count\":\"") + passwordHistoryCount) + "\", \"enable verbose login fail message\":\"") + verboseLoginFailMsg) + "\"}"), _time=now(), date=strftime('_time',"%Y-%m-%d") | fields + data, _time, date
07-07-2025 03:00:01.426 INFO  SearchParser [43832 searchOrchestrator] - PARSING:  | rest /services/server/info splunk_server=local | fields + guid, splunk_server
