sid,search,"splunk_server","_time","is_realtime",provenance,"event_count","exec_time","result_count","scan_count",status,"total_run_time","api_et","search_et","api_lt","search_lt","api_index_et","api_index_lt","savedsearch_name","adhoc_search_level","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_et","__mv_search_et","__mv_api_lt","__mv_search_lt","__mv_api_index_et","__mv_api_index_lt","__mv_savedsearch_name","__mv_adhoc_search_level"
"admin__admin__search__search1_1751178807.709","search source=""tutorialdata.zip:*"" clientip=*","BEER-PC01","1751178807.675857",0,"UI:Dashboard:tutorialdata",79064,1751178809,40532,219728,completed,"5.652",,,,,"1833029933770.955","1833029933770.955",search1,,,,,,,,,,,,,,,,,,,,,
"1751267425.810","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do""
 | eval x=[search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase
    | transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do""
    | eval catId=mvfilter(categoryId!=""NULL"")
    | top 1 catId
    | table catId
    | rename catId as categoryId
    | return $categoryId]","BEER-PC01","1751267425.184267",0,"UI:Search",4308,1751267425,2138,11474,completed,"5.558",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"rt_md_1751267469.811","| metadata type=sourcetypes | search totalCount > 0","BEER-PC01","1751267469.077763",1,"UI:Search",0,1751267469,0,0,failed,"33.692",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search3_1751267472.813","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie  
| stats dc(itemId) as numItems
| eval countUnpurchesed=numItems-[search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart/success.do"" status=200
    | stats dc(itemId) as numPurchesed
    |  return $numPurchesed] 
|  table countUnpurchesed","BEER-PC01","1751267472.975837",0,"UI:Dashboard:tutorialdata",79064,1751267474,1,79064,completed,"3.658",,,,,"1833029933770.955","1833029933770.955",search3,,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search9_1751267473.819","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| search 
    [search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
    | transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do""
    | eval catId=mvfilter(categoryId!=""NULL"")
    | top 1 catId
    | table catId
    | rename catId as categoryId]
| eval prodId=mvfilter(productId!=""NULL"")
| rename prodId as productId
| top 5 productId
| lookup prices.csv productId","BEER-PC01","1751267473.217218",0,"UI:Dashboard:tutorialdata",1338,1751267475,4,10460,completed,"1.999",,,,,"1833029933770.955","1833029933770.955",search9,,,,,,,,,,,,,,,,,,,,,
"rt_md_1751267585.827","| metadata type=sourcetypes | search totalCount > 0","BEER-PC01","1751267585.379752",1,"UI:Search",0,1751267585,0,0,failed,"32.405",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search2_1751267589.828","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart/success.do"" status=200 
| stats first(req_time) first(itemId) first(other) as price by clientip","BEER-PC01","1751267589.567401",0,"UI:Dashboard:tutorialdata",4308,1751267591,182,4308,canceled,"0.862",,,,,"1833029933770.955","1833029933770.955",search2,,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1751267590.840","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie
| top 1 clientip by date_wday
| eval dayIndex=case(date_wday==""sunday"",1,date_wday==""monday"",2,date_wday==""tuesday"",3,date_wday==""wednesday"",4,date_wday==""thursday"",5,date_wday==""friday"",6,date_wday==""saturday"",7)
| sort dayIndex
| fields - dayIndex","BEER-PC01","1751267590.155518",0,"UI:Dashboard:tutorialdata",25000,1751267592,0,25000,canceled,"1.3880000000000001",,,,,"1833029933770.955","1833029933770.955",search14,,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search4_1751267621.845","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie
| stats count by referer_domain
| sort - by count","BEER-PC01","1751267621.217219",0,"UI:Dashboard:check",79064,1751267623,4,79064,completed,"2.32",,,,,"1833029933770.955","1833029933770.955",search4,,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search7_1751267826.863","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie  
| transaction JSESSIONID mvlist=true
| eval indexSuccess=mvfind(file, ""success.do"")
| search indexSuccess=""*""
| eval timeSuccess=strptime(mvindex(req_time,indexSuccess), ""%d/%b/%Y:%H:%M:%S"") 
| eval timeLogin=strptime(mvindex(req_time,0), ""%d/%b/%Y:%H:%M:%S"") 
| eval timeToPurchase=timeSuccess-timeLogin
| stats min(timeToPurchase) as minPurchaseTime","BEER-PC01","1751267826.983633",0,"UI:Dashboard:tutorialdata",1610,1751267828,1,79064,completed,"3.622",,,,,"1833029933770.955","1833029933770.955",search7,,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search12_1751267827.868","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| eval prodId=mvfilter(productId!=""NULL"")
| table prodId
| streamstats window=2 max(prodId) as prod1 min(prodId) as prod2
| eval followingSales = prod1+ ""---->"" + prod2
| stats count by followingSales
| sort - count","BEER-PC01","1751267827.292378",0,"UI:Dashboard:tutorialdata",4308,1751267829,105,11474,completed,"1.189",,,,,"1833029933770.955","1833029933770.955",search12,,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search6_1751269283.5","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart.do"" OR ""/cart/success.do"" status=200
 | transaction itemId maxspan=1s mvlist=""_time""
 | search eventcount = 2
[search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart.do"" OR ""/cart/success.do"" status=200
 | transaction itemId maxspan=1s mvlist=""_time""
 | search eventcount = 2
| top 1 categoryId
| table categoryId]
| top 5 productId
| lookup prices.csv productId","BEER-PC01","1751269283.436288",0,"UI:Dashboard:tutorialdata",1336,1751269284,4,10460,completed,"3.515",,,,,"1833029933770.955","1833029933770.955",search6,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search9_1751269283.9","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| search 
    [search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
    | transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do""
    | eval catId=mvfilter(categoryId!=""NULL"")
    | top 1 catId
    | table catId
    | rename catId as categoryId]
| eval prodId=mvfilter(productId!=""NULL"")
| rename prodId as productId
| top 5 productId
| lookup prices.csv productId","BEER-PC01","1751269283.639256",0,"UI:Dashboard:tutorialdata",1338,1751269284,4,10460,completed,"3.152",,,,,"1833029933770.955","1833029933770.955",search9,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search13_1751269283.13","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie 
    [search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie status=200 
    | dedup clientip 
    |  table clientip]
| search action=""purchase""
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| eval prodId=mvfilter(productId!=""NULL"")
| stats count as countOfPurchases dc(prodId) by clientip","BEER-PC01","1751269283.964439",0,"UI:Dashboard:tutorialdata",4308,1751269285,182,79064,completed,"6.369",,,,,"1833029933770.955","1833029933770.955",search13,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1751269284.16","search source=""tutorialdata.zip:*"" clientip=*","BEER-PC01","1751269284.063344",0,"UI:Dashboard:tutorialdata",0,1751269285,0,0,canceled,"0.726",,,,,"1833029933770.955","1833029933770.955",search1,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1751269284.17","search source=""tutorialdata.zip:*"" clientip=*","BEER-PC01","1751269284.291361",0,"UI:Dashboard:tutorialdata",79064,1751269286,40532,219728,completed,"6.691",,,,,"1833029933770.955","1833029933770.955",search1,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search6_1751269451.22","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart.do"" OR ""/cart/success.do"" status=200
 | transaction itemId maxspan=1s mvlist=""_time""
 | search eventcount = 2
[search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart.do"" OR ""/cart/success.do"" status=200
 | transaction itemId maxspan=1s mvlist=""_time""
 | search eventcount = 2
| top 1 categoryId
| table categoryId]
| top 5 productId
| lookup prices.csv productId","BEER-PC01","1751269451.232964",0,"UI:Dashboard:tutorialdata_final",0,1751269452,0,0,canceled,"2.281",,,,,"1833029933770.955","1833029933770.955",search6,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search12_1751269451.28","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| eval prodId=mvfilter(productId!=""NULL"")
| table prodId
| streamstats window=2 max(prodId) as prod1 min(prodId) as prod2
| eval followingSales = prod1+ ""---->"" + prod2
| stats count by followingSales
| sort - count","BEER-PC01","1751269451.446277",0,"UI:Dashboard:tutorialdata_final",4294,1751269452,0,11474,canceled,"1.585",,,,,"1833029933770.955","1833029933770.955",search12,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search15_1751269451.31","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie 
| stats dc(productId) as numProducts
| eval countUnpurchesed=numProducts-[search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
    | transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
    | eval prodId=mvfilter(productId!=""NULL"") 
    | stats dc(prodId) as numPurchesed
    |  return $numPurchesed] 
|  table countUnpurchesed","BEER-PC01","1751269451.823264",0,"UI:Dashboard:tutorialdata_final",3138,1751269453,0,12500,canceled,"1.44",,,,,"1833029933770.955","1833029933770.955",search15,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1751269452.32","search source=""tutorialdata.zip:*"" clientip=*","BEER-PC01","1751269452.234968",0,"UI:Dashboard:tutorialdata_final",0,1751269455,0,0,canceled,"0.305",,,,,"1833029933770.955","1833029933770.955",search1,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1751269452.33","search source=""tutorialdata.zip:*"" clientip=*","BEER-PC01","1751269452.879370",0,"UI:Dashboard:tutorialdata_final",79064,1751269455,40532,219728,completed,"4.787",,,,,"1833029933770.955","1833029933770.955",search1,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search17_1751269456.35","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart/success.do"" status=200 
| stats first(req_time) first(itemId) first(other) as price by clientip","BEER-PC01","1751269456.667771",0,"UI:Dashboard:tutorialdata_final",4308,1751269458,182,4308,completed,"0.746",,,,,"1833029933770.955","1833029933770.955",search17,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search21_1751269458.39","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart.do"" OR ""/cart/success.do"" status=200
 | transaction itemId maxspan=1s mvlist=""_time""
 | search eventcount = 2
[search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart.do"" OR ""/cart/success.do"" status=200
 | transaction itemId maxspan=1s mvlist=""_time""
 | search eventcount = 2
| top 1 categoryId
| table categoryId]
| top 5 productId
| lookup prices.csv productId","BEER-PC01","1751269458.106607",0,"UI:Dashboard:tutorialdata_final",1336,1751269460,4,10460,completed,"2.503",,,,,"1833029933770.955","1833029933770.955",search21,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search24_1751269458.42","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| search 
    [search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
    | transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do""
    | eval catId=mvfilter(categoryId!=""NULL"")
    | top 1 catId
    | table catId
    | rename catId as categoryId]
| eval prodId=mvfilter(productId!=""NULL"")
| rename prodId as productId
| top 5 productId
| lookup prices.csv productId","BEER-PC01","1751269458.260913",0,"UI:Dashboard:tutorialdata_final",1338,1751269460,4,10460,completed,"2.488",,,,,"1833029933770.955","1833029933770.955",search24,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search28_1751269459.46","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie 
    [search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie status=200 
    | dedup clientip 
    |  table clientip]
| search action=""purchase""
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| eval prodId=mvfilter(productId!=""NULL"")
| stats count as countOfPurchases dc(prodId) by clientip","BEER-PC01","1751269459.906867",0,"UI:Dashboard:tutorialdata_final",4308,1751269461,182,79064,completed,"7.173",,,,,"1833029933770.955","1833029933770.955",search28,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search16_1751269459.49","search source=""tutorialdata.zip:*"" clientip=*","BEER-PC01","1751269460.008285",0,"UI:Dashboard:tutorialdata_final",79064,1751269461,40532,219728,completed,"6.925",,,,,"1833029933770.955","1833029933770.955",search16,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search32_1751269460.52","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart/success.do"" status=200 
| stats first(req_time) first(itemId) first(other) as price by clientip","BEER-PC01","1751269460.672294",0,"UI:Dashboard:tutorialdata_final",4308,1751269463,182,4308,completed,"1.104",,,,,"1833029933770.955","1833029933770.955",search32,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search36_1751269460.55","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart.do"" OR ""/cart/success.do"" status=200
 | transaction itemId maxspan=1s mvlist=""_time""
 | search eventcount = 2
[search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart.do"" OR ""/cart/success.do"" status=200
 | transaction itemId maxspan=1s mvlist=""_time""
 | search eventcount = 2
| top 1 categoryId
| table categoryId]
| top 5 productId
| lookup prices.csv productId","BEER-PC01","1751269460.723491",0,"UI:Dashboard:tutorialdata_final",1336,1751269463,4,10460,completed,"2.726",,,,,"1833029933770.955","1833029933770.955",search36,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search41_1751269462.60","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| table clientip timePurchase price prodId itemId
| sort clientip","BEER-PC01","1751269462.283743",0,"UI:Dashboard:tutorialdata_final",182,1751269465,182,10460,completed,"1.551",,,,,"1833029933770.955","1833029933770.955",search41,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search44_1751269465.63","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie
| top 1 clientip by date_wday
| eval dayIndex=case(date_wday==""sunday"",1,date_wday==""monday"",2,date_wday==""tuesday"",3,date_wday==""wednesday"",4,date_wday==""thursday"",5,date_wday==""friday"",6,date_wday==""saturday"",7)
| sort dayIndex
| fields - dayIndex","BEER-PC01","1751269465.183438",0,"UI:Dashboard:tutorialdata_final",79064,1751269469,7,79064,completed,"0.9460000000000001",,,,,"1833029933770.955","1833029933770.955",search44,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search4_1751269473.67","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie
| stats count by referer_domain
| sort - by count","BEER-PC01","1751269473.763601",0,"UI:Dashboard:tutorialdata_final",79064,1751269475,4,79064,completed,"1.802",,,,,"1833029933770.955","1833029933770.955",search4,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1751269474.79","search source=""tutorialdata.zip:*"" clientip=*","BEER-PC01","1751269474.362635",0,"UI:Dashboard:tutorialdata_final",0,1751269475,0,0,canceled,"0.516",,,,,"1833029933770.955","1833029933770.955",search1,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1751269474.80","search source=""tutorialdata.zip:*"" clientip=*","BEER-PC01","1751269474.456022",0,"UI:Dashboard:tutorialdata_final",79064,1751269475,40532,219728,completed,"4.728",,,,,"1833029933770.955","1833029933770.955",search1,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search2_1751269537.81","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| table clientip timePurchase price prodId itemId
| sort clientip","BEER-PC01","1751269537.030668",0,"UI:Dashboard:tutorialdata_final",182,1751269537,182,10460,completed,"0.512",,,,,"1833029933770.955","1833029933770.955",search2,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search3_1751269589.82","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie 
| stats dc(productId) as numProducts
| eval countUnpurchesed=numProducts-[search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
    | transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
    | eval prodId=mvfilter(productId!=""NULL"") 
    | stats dc(prodId) as numPurchesed
    |  return $numPurchesed] 
|  table countUnpurchesed","BEER-PC01","1751269589.954704",0,"UI:Dashboard:tutorialdata_final",79064,1751269590,1,79064,completed,"0.927",,,,,"1833029933770.955","1833029933770.955",search3,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search2_1751269699.83","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| table clientip timePurchase price prodId","BEER-PC01","1751269699.652259",0,"UI:Dashboard:tutorialdata_final",182,1751269699,182,10460,completed,"0.52",,,,,"1833029933770.955","1833029933770.955",search2,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search5_1751269791.84","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart.do"" OR ""/cart/success.do"" status=200
 | stats count","BEER-PC01","1751269791.974451",0,"UI:Dashboard:tutorialdata_final",9594,1751269792,1,10460,completed,"0.422",,,,,"1833029933770.955","1833029933770.955",search5,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search6_1751269871.85","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| search 
    [search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
    | transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do""
    | eval catId=mvfilter(categoryId!=""NULL"")
    | top 1 catId
    | table catId
    | rename catId as categoryId]
| eval prodId=mvfilter(productId!=""NULL"")
| rename prodId as productId
| top 5 productId
| lookup prices.csv productId","BEER-PC01","1751269871.689618",0,"UI:Dashboard:tutorialdata_final",1338,1751269872,4,10460,completed,"0.859",,,,,"1833029933770.955","1833029933770.955",search6,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search9_1751269992.86","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| stats count","BEER-PC01","1751269992.048559",0,"UI:Dashboard:tutorialdata_final",10448,1751269992,1,10460,completed,"0.467",,,,,"1833029933770.955","1833029933770.955",search9,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search11_1751270093.87","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| stats count","BEER-PC01","1751270093.914608",0,"UI:Dashboard:tutorialdata_final",10448,1751270094,1,10460,completed,"0.421",,,,,"1833029933770.955","1833029933770.955",search11,"",,,,,,,,,,,,,,,,,,,,
"1751270203.88","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie 
    [search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie status=200 
    | dedup clientip 
    |  table clientip]
| search action=""purchase""
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| eval prodId=mvfilter(productId!=""NULL"")
| stats count as countOfPurchases dc(prodId) by clientip","BEER-PC01","1751270203.174599",0,"UI:Search",4308,1751270203,182,79064,completed,"2.551",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751270216.89","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=""purchase""
    [search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie status=200 
    | dedup clientip 
    |  table clientip]

| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| eval prodId=mvfilter(productId!=""NULL"")
| stats count as countOfPurchases dc(prodId) by clientip","BEER-PC01","1751270216.432329",0,"UI:Search",4308,1751270216,182,11474,completed,"1.828",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751270241.90","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=""purchase""
    [search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie status=200 
    | dedup clientip 
    |  table clientip]
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| eval prodId=mvfilter(productId!=""NULL"")
| stats count as countOfPurchases dc(prodId) by clientip","BEER-PC01","1751270241.252950",0,"UI:Search",4308,1751270241,182,11474,completed,"1.6520000000000001",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751270281.91","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=""purchase""
    [search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie status=200 
    | dedup clientip 
    |  table clientip]
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| stats count as countOfPurchases dc(prodId) by clientip","BEER-PC01","1751270281.817647",0,"UI:Search",4308,1751270282,182,11474,completed,"1.711",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751270301.92","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=""purchase""
    [search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie status=200 
    | dedup clientip 
    |  table clientip]
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| eval prodId=mvfilter(productId!=""NULL"")","BEER-PC01","1751270301.359292",0,"UI:Search",4308,1751270301,2140,11474,completed,"4.098",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751270321.93","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=""purchase""
    [search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie status=200 
    | dedup clientip 
    |  table clientip]
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| eval prodId=mvfilter(productId!=""NULL"")
| stats count as countOfPurchases dc(prodId) by clientip","BEER-PC01","1751270321.537104",0,"UI:Search",4308,1751270321,182,11474,completed,"1.852",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search13_1751270396.94","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=""purchase""
    [search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie status=200 
    | dedup clientip 
    |  table clientip]
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| eval prodId=mvfilter(productId!=""NULL"")
| stats count as countOfPurchases dc(prodId) by clientip","BEER-PC01","1751270396.227195",0,"UI:Dashboard:tutorialdata_final",4308,1751270396,182,11474,completed,"1.8900000000000001",,,,,"1833029933770.955","1833029933770.955",search13,"",,,,,,,,,,,,,,,,,,,,
"rt_md_1751270433.95","| metadata type=sourcetypes | search totalCount > 0","BEER-PC01","1751270433.460347",1,"UI:Search",0,1751270433,0,0,failed,"70.179",,,,,,,,"",,,,,,,,,,,,,,,,,,,,
"1751270443.96","| mcatalog values(metric_name) as metrics WHERE NOT metric_name=""*_mrollup_*"" AND (""index""=""*"" OR ""index""=""_*"" ) 
    | mvexpand metrics limit=20000","BEER-PC01","1751270443.506787",0,,620,1751270443,310,620,canceled,"0.40800000000000003","1751269543.000000000","1751269543.000000000",,,,,,"",,,,,,,,,,,,,,,,,,,,
"rt_md_1751270446.97","| metadata type=sourcetypes | search totalCount > 0","BEER-PC01","1751270446.503999",1,"UI:Search",0,1751270446,0,0,failed,"66.796",,,,,,,,"",,,,,,,,,,,,,,,,,,,,
"1751270704.106","search source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" sourcetype=""csv2""","BEER-PC01","1751270704.947593",0,"UI:Search",36243,1751270705,1579,36243,completed,"10.952",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751270733.108","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC""","BEER-PC01","1751270733.175299",0,"UI:Search",1183711,1751270733,1,1183711,completed,"0.8280000000000001",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751270735.109","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC""","BEER-PC01","1751270735.642739",0,"UI:Search",1259777,1751270736,1,1259777,completed,"0.544",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751270737.110","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC""","BEER-PC01","1751270737.312147",0,"UI:Search",1319827,1751270737,1,1319827,completed,"0.654",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"rt_md_1751270844.111","| metadata type=sourcetypes | search totalCount > 0","BEER-PC01","1751270844.611376",1,"UI:Search",0,1751270845,0,0,failed,"65.022",,,,,,,,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search5_1751270851.115","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart.do"" OR ""/cart/success.do"" status=200
 | stats count","BEER-PC01","1751270852.006849",0,"UI:Dashboard:tutorialdata_final",9594,1751270853,1,10460,completed,"1.953",,,,,"1833029933770.955","1833029933770.955",search5,"",,,,,,,,,,,,,,,,,,,,
